420	-41.00	-2.50
84	-41.00	-2.00
42	-41.00	-1.80
672	-41.00	-1.33
84	-41.00	-1.10
84	-41.00	-1.00
42	-41.00	-0.91
378	-41.00	-0.62
126	-41.00	-0.50
84	-41.00	-0.40
83	-40.50	-2.61
83	-40.50	-1.59
123	-40.00	-40.00
41	-40.00	-4.86
41	-40.00	-4.12
123	-40.00	-2.73
41	-40.00	-2.42
41	-40.00	-1.73
123	-40.00	-1.16
205	-40.00	-1.05
164	-40.00	-0.78
246	-40.00	-0.71
41	-40.00	-0.52
41	-40.00	-0.32
40	-39.00	-39.00
360	-39.00	-4.00
40	-39.00	-3.44
40	-39.00	-2.64
80	-39.00	-2.48
120	-39.00	-1.11
160	-39.00	-0.74
79	-38.50	-0.46
195	-38.00	-38.00
117	-38.00	-5.50
234	-38.00	-2.90
39	-38.00	-1.79
39	-38.00	-1.44
156	-38.00	-0.86
39	-38.00	-0.77
39	-38.00	-0.50
154	-37.50	-2.50
115	-37.33	-0.25
38	-37.00	-37.00
76	-37.00	-4.43
38	-37.00	-2.80
76	-37.00	-2.45
76	-37.00	-0.73
76	-37.00	-0.69
38	-37.00	-0.58
38	-37.00	-0.46
112	-36.33	-0.26
111	-36.00	-5.17
185	-36.00	-2.70
74	-36.00	-2.52
148	-36.00	-1.06
74	-36.00	-0.61
37	-36.00	-0.42
74	-36.00	-0.28
73	-35.50	-0.74
36	-35.00	-35.00
72	-35.00	-5.00
108	-35.00	-2.27
144	-35.00	-1.40
36	-35.00	-1.12
108	-35.00	-1.00
252	-35.00	-0.64
108	-35.00	-0.50
72	-35.00	-0.44
72	-35.00	-0.38
72	-35.00	-0.29
71	-34.50	-0.51
175	-34.00	-4.83
35	-34.00	-2.50
35	-34.00	-1.19
140	-34.00	-1.06
280	-34.00	-0.89
140	-34.00	-0.59
70	-34.00	-0.56
105	-34.00	-0.52
35	-34.00	-0.46
35	-34.00	-0.35
70	-34.00	-0.30
68	-33.00	-4.67
238	-33.00	-2.78
102	-33.00	-2.40
102	-33.00	-0.62
34	-33.00	-0.42
170	-33.00	-0.31
34	-33.00	-0.26
134	-32.50	-0.56
268	-32.50	-0.52
67	-32.50	-0.49
100	-32.33	-0.89
100	-32.33	-0.85
66	-32.00	-5.60
132	-32.00	-4.50
99	-32.00	-3.71
330	-32.00	-3.12
132	-32.00	-2.67
33	-32.00	-1.06
165	-32.00	-0.94
264	-32.00	-0.57
132	-32.00	-0.53
99	-32.00	-0.50
99	-32.00	-0.43
33	-32.00	-0.38
33	-32.00	-0.32
132	-32.00	-0.27
294	-31.67	-0.78
65	-31.50	-0.51
97	-31.33	-0.70
64	-31.00	-3.57
64	-31.00	-3.00
352	-31.00	-1.13
224	-31.00	-1.00
224	-31.00	-0.78
64	-31.00	-0.68
96	-31.00	-0.60
96	-31.00	-0.52
96	-31.00	-0.41
256	-31.00	-0.39
64	-31.00	-0.28
189	-30.50	-0.75
31	-30.00	-5.20
124	-30.00	-4.17
62	-30.00	-3.43
124	-30.00	-2.88
155	-30.00	-2.44
93	-30.00	-1.58
186	-30.00	-1.07
124	-30.00	-0.94
62	-30.00	-0.77
31	-30.00	-0.63
217	-30.00	-0.55
62	-30.00	-0.51
62	-30.00	-0.48
62	-30.00	-0.41
31	-30.00	-0.35
62	-30.00	-0.29
92	-29.67	-0.59
61	-29.50	-3.36
61	-29.50	-0.52
91	-29.33	-0.52
91	-29.33	-0.44
121	-29.25	-0.26
60	-29.00	-4.00
120	-29.00	-3.62
30	-29.00	-3.29
180	-29.00	-2.75
60	-29.00	-2.33
330	-29.00	-1.14
90	-29.00	-1.00
60	-29.00	-0.88
30	-29.00	-0.76
120	-29.00	-0.67
120	-29.00	-0.58
30	-29.00	-0.50
60	-29.00	-0.43
150	-29.00	-0.36
30	-29.00	-0.11
59	-28.50	-0.48
29	-28.00	-6.25
29	-28.00	-3.83
29	-28.00	-3.14
522	-28.00	-2.62
58	-28.00	-2.05
145	-28.00	-1.23
58	-28.00	-1.07
145	-28.00	-0.93
58	-28.00	-0.81
87	-28.00	-0.71
29	-28.00	-0.45
58	-28.00	-0.38
116	-28.00	-0.26
58	-28.00	-0.04
29	-28.00	0.31
29	-28.00	0.38
143	-27.60	-0.79
342	-27.50	-0.78
114	-27.50	-0.24
113	-27.25	-0.82
113	-27.25	-0.23
252	-27.00	-6.00
56	-27.00	-3.00
28	-27.00	-2.50
56	-27.00	-1.33
28	-27.00	-1.15
84	-27.00	-1.00
196	-27.00	-0.87
112	-27.00	-0.84
56	-27.00	-0.81
280	-27.00	-0.75
168	-27.00	-0.56
168	-27.00	-0.47
84	-27.00	-0.40
56	-27.00	-0.33
112	-27.00	-0.27
112	-27.00	-0.26
112	-27.00	-0.22
112	-27.00	-0.08
28	-27.00	-0.04
110	-26.50	-0.77
55	-26.50	-0.08
275	-26.50	-0.06
135	-26.00	-26.00
108	-26.00	-12.50
27	-26.00	-4.40
351	-26.00	-2.86
54	-26.00	-2.38
27	-26.00	-2.00
54	-26.00	-1.70
162	-26.00	-1.08
108	-26.00	-0.93
81	-26.00	-0.84
135	-26.00	-0.80
189	-26.00	-0.69
135	-26.00	-0.59
162	-26.00	-0.42
54	-26.00	-0.35
81	-26.00	-0.29
54	-26.00	-0.17
54	-26.00	-0.12
108	-26.00	-0.08
135	-26.00	-0.04
161	-25.83	-0.79
107	-25.75	-0.84
107	-25.75	-0.81
80	-25.67	-7.89
53	-25.50	-2.31
53	-25.50	-0.66
159	-25.50	-0.61
132	-25.40	-0.55
158	-25.33	-0.63
26	-25.00	-25.00
78	-25.00	-3.33
26	-25.00	-2.71
624	-25.00	-2.55
182	-25.00	-2.25
104	-25.00	-1.89
52	-25.00	-1.36
26	-25.00	-1.17
156	-25.00	-1.00
104	-25.00	-0.93
104	-25.00	-0.86
130	-25.00	-0.78
26	-25.00	-0.73
78	-25.00	-0.62
338	-25.00	-0.53
52	-25.00	-0.44
442	-25.00	-0.37
182	-25.00	-0.30
26	-25.00	-0.24
26	-25.00	-0.13
26	-25.00	-0.08
26	-25.00	-0.04
52	-25.00	0.31
104	-25.00	0.38
155	-24.83	-0.72
103	-24.75	-0.94
618	-24.75	-0.91
103	-24.75	-0.87
230	-24.56	-0.64
51	-24.50	-11.75
102	-24.50	-0.92
51	-24.50	-0.70
153	-24.50	-0.06
202	-24.25	-0.67
126	-24.20	-0.75
100	-24.00	-24.00
125	-24.00	-11.50
125	-24.00	-7.33
150	-24.00	-2.57
50	-24.00	-2.12
75	-24.00	-1.50
125	-24.00	-1.27
275	-24.00	-1.08
150	-24.00	-0.92
25	-24.00	-0.79
75	-24.00	-0.67
475	-24.00	-0.56
175	-24.00	-0.47
25	-24.00	-0.39
175	-24.00	-0.32
25	-24.00	-0.25
50	-24.00	-0.19
50	-24.00	-0.14
50	-24.00	0.28
75	-24.00	0.32
50	-24.00	0.36
99	-23.75	-0.74
74	-23.67	-0.48
123	-23.60	-0.60
344	-23.57	-0.46
98	-23.50	-2.27
171	-23.43	-0.80
146	-23.33	-0.66
73	-23.33	-0.49
97	-23.25	-2.23
194	-23.25	-0.73
339	-23.21	-0.44
484	-23.20	-0.55
338	-23.14	-0.49
48	-23.00	-23.00
144	-23.00	-11.00
96	-23.00	-3.00
144	-23.00	-2.43
24	-23.00	-2.00
24	-23.00	-1.40
240	-23.00	-1.18
504	-23.00	-1.00
24	-23.00	-0.85
96	-23.00	-0.78
72	-23.00	-0.71
72	-23.00	-0.60
240	-23.00	-0.57
144	-23.00	-0.50
384	-23.00	-0.41
96	-23.00	-0.33
48	-23.00	-0.26
72	-23.00	-0.14
24	-23.00	-0.09
24	-23.00	-0.04
96	-23.00	0.29
357	-22.80	-0.59
284	-22.67	-0.60
236	-22.60	-0.55
118	-22.60	-0.27
118	-22.60	-0.24
211	-22.44	-0.56
23	-22.00	-22.00
23	-22.00	-10.50
138	-22.00	-5.90
23	-22.00	-3.60
138	-22.00	-2.83
230	-22.00	-2.29
23	-22.00	-1.88
161	-22.00	-1.30
322	-22.00	-1.09
46	-22.00	-0.77
161	-22.00	-0.75
598	-22.00	-0.64
230	-22.00	-0.53
138	-22.00	-0.50
138	-22.00	-0.44
69	-22.00	-0.35
161	-22.00	-0.28
276	-22.00	-0.21
92	-22.00	-0.15
138	-22.00	-0.10
46	-22.00	-0.07
69	-22.00	-0.05
46	-22.00	0.04
115	-22.00	0.26
366	-21.88	-0.51
342	-21.80	-0.44
113	-21.60	-0.22
45	-21.50	-0.80
157	-21.43	-0.60
178	-21.25	-0.58
154	-21.00	-21.00
176	-21.00	-6.33
66	-21.00	-4.50
154	-21.00	-3.40
66	-21.00	-2.67
66	-21.00	-2.14
44	-21.00	-1.75
44	-21.00	-1.44
154	-21.00	-1.20
352	-21.00	-1.00
286	-21.00	-0.83
154	-21.00	-0.79
286	-21.00	-0.69
44	-21.00	-0.57
242	-21.00	-0.47
132	-21.00	-0.38
110	-21.00	-0.29
176	-21.00	-0.22
88	-21.00	-0.16
88	-21.00	-0.10
22	-21.00	0.00
22	-21.00	0.05
88	-21.00	0.27
240	-20.82	-0.59
87	-20.75	-2.35
152	-20.71	-0.79
130	-20.67	-0.86
65	-20.67	-0.07
86	-20.50	-5.62
86	-20.50	-0.59
298	-20.29	-0.99
85	-20.25	-6.08
296	-20.14	-0.96
422	-20.10	-0.55
295	-20.07	-0.95
168	-20.00	-20.00
84	-20.00	-9.50
84	-20.00	-6.00
189	-20.00	-4.25
42	-20.00	-3.67
147	-20.00	-3.20
294	-20.00	-2.50
63	-20.00	-2.00
42	-20.00	-1.62
147	-20.00	-1.33
273	-20.00	-1.10
168	-20.00	-0.91
126	-20.00	-0.75
168	-20.00	-0.62
462	-20.00	-0.50
315	-20.00	-0.40
168	-20.00	-0.31
42	-20.00	-0.24
21	-20.00	-0.17
63	-20.00	-0.11
189	-20.00	-0.05
84	-20.00	0.00
84	-20.00	0.29
249	-19.75	-8.22
166	-19.75	-6.55
62	-19.67	-0.63
186	-19.67	-0.48
62	-19.67	-0.07
206	-19.60	-0.57
123	-19.50	-3.56
41	-19.50	-2.42
41	-19.50	-0.52
102	-19.40	-0.76
61	-19.33	-3.69
81	-19.25	-6.36
121	-19.17	-0.23
60	-19.00	-19.00
80	-19.00	-7.00
300	-19.00	-5.67
340	-19.00	-4.00
120	-19.00	-3.00
460	-19.00	-2.33
360	-19.00	-1.86
220	-19.00	-1.50
160	-19.00	-1.22
320	-19.00	-1.00
360	-19.00	-0.82
40	-19.00	-0.67
320	-19.00	-0.54
80	-19.00	-0.43
400	-19.00	-0.33
160	-19.00	-0.25
120	-19.00	-0.21
160	-19.00	-0.18
40	-19.00	0.20
60	-19.00	0.25
59	-18.67	-3.92
236	-18.67	-0.24
39	-18.50	-5.50
39	-18.50	-3.88
39	-18.50	-2.55
78	-18.50	-0.86
117	-18.50	-0.77
39	-18.50	-0.50
39	-18.50	-0.26
78	-18.50	-0.18
39	-18.50	0.33
39	-18.50	0.36
97	-18.40	-0.70
58	-18.33	-0.93
693	-18.25	-0.97
38	-18.00	-18.00
114	-18.00	-8.50
266	-18.00	-5.33
532	-18.00	-3.75
456	-18.00	-2.80
133	-18.00	-2.17
247	-18.00	-1.71
342	-18.00	-1.38
209	-18.00	-1.11
247	-18.00	-0.90
323	-18.00	-0.73
209	-18.00	-0.58
266	-18.00	-0.46
475	-18.00	-0.36
38	-18.00	-0.27
38	-18.00	-0.23
76	-18.00	-0.19
19	-18.00	-0.12
57	-18.00	-0.06
19	-18.00	0.05
76	-18.00	0.26
56	-17.67	-2.50
56	-17.67	-1.00
56	-17.67	-0.70
111	-17.50	-2.00
37	-17.50	0.35
37	-17.50	0.38
295	-17.44	-0.92
55	-17.33	-0.10
108	-17.00	-17.00
72	-17.00	-8.00
216	-17.00	-5.00
522	-17.00	-3.50
702	-17.00	-2.60
270	-17.00	-2.00
702	-17.00	-1.57
342	-17.00	-1.25
720	-17.00	-1.00
252	-17.00	-0.80
396	-17.00	-0.64
108	-17.00	-0.50
450	-17.00	-0.38
252	-17.00	-0.29
126	-17.00	-0.20
18	-17.00	-0.12
198	-17.00	-0.06
108	-17.00	0.11
53	-16.67	-2.79
35	-16.50	-34.00
35	-16.50	-4.83
70	-16.50	-1.19
70	-16.50	-0.67
35	-16.50	-0.59
175	-16.50	-0.52
210	-16.50	-0.46
70	-16.50	-0.37
35	-16.50	-0.25
87	-16.40	-5.21
87	-16.40	-4.12
52	-16.33	-5.50
260	-16.33	-2.71
156	-16.33	-1.00
69	-16.25	-0.35
86	-16.20	-2.91
258	-16.20	-2.74
103	-16.17	-0.98
34	-16.00	-33.00
204	-16.00	-16.00
272	-16.00	-7.50
272	-16.00	-4.67
289	-16.00	-3.25
357	-16.00	-2.40
51	-16.00	-1.83
374	-16.00	-1.43
221	-16.00	-1.12
170	-16.00	-1.00
85	-16.00	-0.98
102	-16.00	-0.96
289	-16.00	-0.89
289	-16.00	-0.70
204	-16.00	-0.62
272	-16.00	-0.55
68	-16.00	-0.48
986	-16.00	-0.42
68	-16.00	-0.33
595	-16.00	-0.31
68	-16.00	-0.28
153	-16.00	-0.21
357	-16.00	-0.13
119	-16.00	-0.06
34	-16.00	0.00
17	-16.00	0.12
34	-16.00	0.29
118	-15.86	-1.88
84	-15.80	-6.64
84	-15.80	-0.95
67	-15.75	-2.35
201	-15.75	-0.97
67	-15.75	-0.26
83	-15.60	-0.98
116	-15.57	-0.18
99	-15.50	-32.00
33	-15.50	-10.00
66	-15.50	-8.43
33	-15.50	-2.67
33	-15.50	-2.30
33	-15.50	-2.00
33	-15.50	-1.36
33	-15.50	-0.94
33	-15.50	-0.65
33	-15.50	-0.57
66	-15.50	-0.43
66	-15.50	-0.35
66	-15.50	0.30
33	-15.50	0.33
82	-15.40	-1.00
49	-15.33	-2.77
49	-15.33	-2.50
65	-15.25	-0.35
81	-15.20	-1.02
81	-15.20	-0.98
32	-15.00	-31.00
144	-15.00	-15.00
80	-15.00	-7.00
272	-15.00	-4.33
48	-15.00	-3.36
624	-15.00	-3.00
256	-15.00	-2.20
48	-15.00	-1.67
512	-15.00	-1.29
128	-15.00	-1.13
400	-15.00	-1.00
480	-15.00	-0.78
384	-15.00	-0.60
96	-15.00	-0.52
864	-15.00	-0.45
816	-15.00	-0.33
432	-15.00	-0.23
80	-15.00	-0.14
128	-15.00	-0.07
176	-15.00	0.00
16	-15.00	0.06
32	-15.00	0.28
32	-15.00	0.31
47	-14.67	-5.71
94	-14.67	-1.04
47	-14.67	-0.96
47	-14.67	-0.47
78	-14.60	-2.90
78	-14.60	-2.25
62	-14.50	-5.89
31	-14.50	-5.20
93	-14.50	-4.17
62	-14.50	-3.13
62	-14.50	-2.88
62	-14.50	-2.44
93	-14.50	-1.38
186	-14.50	-1.21
31	-14.50	-0.82
186	-14.50	-0.72
31	-14.50	-0.63
155	-14.50	-0.55
217	-14.50	-0.48
341	-14.50	-0.41
31	-14.50	-0.35
31	-14.50	-0.24
31	-14.50	-0.03
31	-14.50	0.29
108	-14.43	-2.48
108	-14.43	-0.89
77	-14.40	-0.97
92	-14.33	-7.36
46	-14.33	-4.75
92	-14.33	-2.41
92	-14.33	-0.70
92	-14.33	-0.48
107	-14.29	-2.57
61	-14.25	-0.69
61	-14.25	-0.65
91	-14.17	-0.98
91	-14.17	-0.94
120	-14.00	-14.00
240	-14.00	-6.50
30	-14.00	-5.00
615	-14.00	-4.00
300	-14.00	-2.75
30	-14.00	-2.33
540	-14.00	-2.00
450	-14.00	-1.50
90	-14.00	-1.31
615	-14.00	-1.14
180	-14.00	-0.96
660	-14.00	-0.88
30	-14.00	-0.76
900	-14.00	-0.67
900	-14.00	-0.50
750	-14.00	-0.36
90	-14.00	-0.30
360	-14.00	-0.25
30	-14.00	-0.20
285	-14.00	-0.15
285	-14.00	-0.07
210	-14.00	-0.03
30	-14.00	0.00
90	-14.00	0.07
15	-14.00	0.27
90	-14.00	0.40
208	-13.86	-1.00
104	-13.86	-0.89
59	-13.75	-6.38
59	-13.75	-1.46
59	-13.75	-0.59
44	-13.67	-3.89
44	-13.67	-0.91
117	-13.62	-2.34
87	-13.50	-4.80
116	-13.50	-2.41
116	-13.50	-1.97
116	-13.50	-1.83
87	-13.50	-1.23
58	-13.50	-1.07
116	-13.50	-0.81
29	-13.50	-0.71
87	-13.50	-0.53
58	-13.50	-0.45
58	-13.50	-0.38
145	-13.50	-0.26
87	-13.50	-0.21
29	-13.50	-0.07
29	-13.50	-0.04
172	-13.33	-2.74
57	-13.25	-1.59
57	-13.25	-1.48
85	-13.17	-5.07
392	-13.00	-13.00
266	-13.00	-6.00
56	-13.00	-4.60
784	-13.00	-3.67
56	-13.00	-2.73
952	-13.00	-2.50
42	-13.00	-2.23
84	-13.00	-2.11
448	-13.00	-1.80
672	-13.00	-1.33
56	-13.00	-1.15
70	-13.00	-1.06
476	-13.00	-1.00
56	-13.00	-0.93
728	-13.00	-0.75
224	-13.00	-0.65
56	-13.00	-0.60
1078	-13.00	-0.56
112	-13.00	-0.47
924	-13.00	-0.40
70	-13.00	-0.37
56	-13.00	-0.33
420	-13.00	-0.27
714	-13.00	-0.17
518	-13.00	-0.08
70	-13.00	0.00
14	-13.00	0.07
14	-13.00	0.14
28	-13.00	0.21
111	-12.88	-2.36
345	-12.80	-0.68
165	-12.75	-1.50
41	-12.67	-4.86
41	-12.67	-1.28
123	-12.67	-0.52
41	-12.67	-0.32
68	-12.60	-1.96
54	-12.50	-8.00
54	-12.50	-5.75
108	-12.50	-4.40
135	-12.50	-2.38
54	-12.50	-2.18
27	-12.50	-2.00
27	-12.50	-1.70
27	-12.50	-1.25
27	-12.50	-0.93
27	-12.50	-0.69
135	-12.50	-0.59
108	-12.50	-0.50
54	-12.50	-0.35
27	-12.50	-0.08
108	-12.50	0.30
107	-12.38	-2.57
40	-12.33	-39.00
80	-12.33	-2.33
240	-12.33	-1.50
360	-12.33	-1.45
80	-12.33	-1.35
53	-12.25	-2.79
53	-12.25	-2.53
66	-12.20	-2.00
26	-12.00	-25.00
299	-12.00	-12.00
104	-12.00	-7.67
403	-12.00	-5.50
26	-12.00	-4.20
767	-12.00	-3.33
533	-12.00	-2.25
65	-12.00	-2.10
52	-12.00	-2.06
546	-12.00	-1.60
988	-12.00	-1.17
104	-12.00	-1.00
1118	-12.00	-0.86
156	-12.00	-0.77
78	-12.00	-0.70
1560	-12.00	-0.62
156	-12.00	-0.53
1079	-12.00	-0.44
364	-12.00	-0.37
39	-12.00	-0.34
897	-12.00	-0.30
611	-12.00	-0.18
260	-12.00	-0.08
91	-12.00	0.00
13	-12.00	0.08
13	-12.00	0.15
26	-12.00	0.27
13	-12.00	0.31
39	-12.00	0.36
13	-12.00	0.77
115	-11.78	-1.95
153	-11.75	-5.38
51	-11.75	-2.40
51	-11.75	-2.19
51	-11.75	-1.43
102	-11.75	-0.82
153	-11.75	-0.59
38	-11.67	-5.33
38	-11.67	-1.38
76	-11.67	-0.65
76	-11.67	-0.52
152	-11.67	-0.46
190	-11.67	-0.41
101	-11.62	-1.46
126	-11.60	-5.30
126	-11.60	-2.00
88	-11.57	-5.77
100	-11.50	-5.25
75	-11.50	-3.17
150	-11.50	-2.33
75	-11.50	-2.12
175	-11.50	-1.78
25	-11.50	-1.27
75	-11.50	-0.92
25	-11.50	-0.79
25	-11.50	-0.67
225	-11.50	-0.56
100	-11.50	-0.47
125	-11.50	-0.39
225	-11.50	-0.32
25	-11.50	-0.19
25	-11.50	-0.09
25	-11.50	0.08
124	-11.40	-1.95
186	-11.40	-1.48
62	-11.40	-1.38
37	-11.33	-36.00
37	-11.33	-6.40
74	-11.33	-5.17
148	-11.33	-1.85
37	-11.33	-1.64
37	-11.33	-1.06
111	-11.33	-0.88
37	-11.33	-0.76
37	-11.33	-0.68
222	-11.33	-0.61
185	-11.33	-0.54
37	-11.33	-0.42
111	-11.33	-0.06
49	-11.25	-3.08
49	-11.25	-2.77
49	-11.25	-2.27
61	-11.20	-3.36
122	-11.20	-2.05
122	-11.20	-1.90
61	-11.20	-1.10
109	-11.11	-5.81
396	-11.00	-11.00
48	-11.00	-5.86
720	-11.00	-5.00
144	-11.00	-3.80
804	-11.00	-3.00
60	-11.00	-2.53
24	-11.00	-2.43
768	-11.00	-2.00
48	-11.00	-1.67
108	-11.00	-1.51
1104	-11.00	-1.40
180	-11.00	-1.31
240	-11.00	-1.22
72	-11.00	-1.18
1452	-11.00	-1.00
36	-11.00	-0.80
1440	-11.00	-0.71
96	-11.00	-0.60
1872	-11.00	-0.50
96	-11.00	-0.41
1140	-11.00	-0.33
72	-11.00	-0.29
48	-11.00	-0.26
1116	-11.00	-0.20
120	-11.00	-0.14
708	-11.00	-0.09
288	-11.00	0.00
204	-11.00	0.08
60	-11.00	0.17
12	-11.00	0.25
24	-11.00	0.33
12	-11.00	0.75
107	-10.89	-1.43
154	-10.85	-1.52
130	-10.82	-1.45
59	-10.80	-5.56
59	-10.80	-1.19
212	-10.78	-1.52
47	-10.75	-1.47
82	-10.71	-4.86
35	-10.67	-34.00
70	-10.67	-6.00
35	-10.67	-4.00
35	-10.67	-3.38
35	-10.67	-0.67
35	-10.67	-0.59
105	-10.67	-0.30
116	-10.60	-1.15
81	-10.57	-1.89
127	-10.55	-1.49
23	-10.50	-10.50
23	-10.50	-6.67
69	-10.50	-4.75
46	-10.50	-4.11
46	-10.50	-3.60
23	-10.50	-2.83
46	-10.50	-2.54
46	-10.50	-2.29
23	-10.50	-1.88
115	-10.50	-1.80
46	-10.50	-1.56
184	-10.50	-1.42
23	-10.50	-1.09
23	-10.50	-0.92
161	-10.50	-0.77
207	-10.50	-0.64
92	-10.50	-0.53
138	-10.50	-0.44
230	-10.50	-0.35
23	-10.50	-0.28
253	-10.50	-0.21
171	-10.40	-0.08
204	-10.33	-1.43
34	-10.33	-0.36
102	-10.33	-0.31
158	-10.29	-1.51
158	-10.29	-1.47
101	-10.22	-1.46
78	-10.14	-1.60
111	-10.10	-1.41
144	-10.08	-1.48
583	-10.00	-10.00
44	-10.00	-6.33
44	-10.00	-5.29
572	-10.00	-4.50
33	-10.00	-3.71
22	-10.00	-3.40
1353	-10.00	-2.67
66	-10.00	-2.30
132	-10.00	-2.00
1320	-10.00	-1.75
121	-10.00	-1.57
99	-10.00	-1.54
77	-10.00	-1.48
22	-10.00	-1.44
1397	-10.00	-1.20
22	-10.00	-1.00
1331	-10.00	-0.83
55	-10.00	-0.72
220	-10.00	-0.69
66	-10.00	-0.61
2079	-10.00	-0.57
308	-10.00	-0.47
1617	-10.00	-0.38
33	-10.00	-0.32
88	-10.00	-0.29
1617	-10.00	-0.22
22	-10.00	-0.16
1067	-10.00	-0.10
66	-10.00	-0.06
33	-10.00	-0.03
627	-10.00	0.00
165	-10.00	0.09
22	-10.00	0.18
220	-10.00	0.27
88	-10.00	0.36
11	-10.00	0.91
120	-9.91	-0.90
109	-9.90	-3.95
76	-9.86	-1.62
152	-9.86	-1.53
65	-9.83	-4.42
65	-9.83	-1.95
54	-9.80	-2.00
108	-9.80	-1.57
108	-9.80	-0.80
43	-9.75	-1.05
75	-9.71	-1.78
32	-9.67	-2.56
64	-9.67	-2.20
128	-9.67	-1.51
160	-9.67	-1.46
160	-9.67	-1.29
64	-9.67	-1.13
64	-9.67	-1.06
96	-9.67	-1.00
64	-9.67	-0.78
320	-9.67	-0.68
96	-9.67	-0.66
32	-9.67	-0.60
128	-9.67	-0.39
32	-9.67	-0.33
32	-9.67	-0.28
32	-9.67	-0.23
32	-9.67	-0.07
128	-9.67	-0.03
255	-9.62	-1.43
53	-9.60	-5.62
53	-9.60	-1.79
53	-9.60	-1.41
148	-9.57	-1.47
158	-9.53	-0.36
42	-9.50	-41.00
42	-9.50	-6.00
126	-9.50	-4.25
105	-9.50	-3.20
126	-9.50	-2.50
42	-9.50	-2.23
63	-9.50	-2.00
210	-9.50	-1.62
42	-9.50	-1.47
126	-9.50	-1.33
84	-9.50	-0.91
84	-9.50	-0.75
441	-9.50	-0.62
126	-9.50	-0.50
189	-9.50	-0.40
252	-9.50	-0.31
189	-9.50	-0.24
21	-9.50	-0.17
42	-9.50	-0.11
21	-9.50	0.00
63	-9.50	0.14
157	-9.47	-0.35
416	-9.40	-1.48
52	-9.40	-1.36
52	-9.40	-1.26
52	-9.40	-0.86
83	-9.38	-1.44
228	-9.36	-0.43
62	-9.33	-2.10
62	-9.33	-1.95
31	-9.33	-1.21
