exp1	0.2	0	43391993	3045365450	31.6548	0.000683148
exp1	0.2	1	43297240	3045365450	31.6644	0.000681646
exp1	0.2	2	43404885	3045365450	31.6536	0.000683353
exp1	0.2	3	43342172	3045365450	31.6599	0.000682359
exp1	0.2	4	43498481	3045365450	31.6441	0.000684836
exp2	0.4	0	48149944	3045365450	31.1997	0.000758627
exp2	0.4	1	48128640	3045365450	31.2017	0.000758289
exp2	0.4	2	48123184	3045365450	31.2021	0.000758202
exp2	0.4	3	48143605	3045365450	31.2003	0.000758527
exp2	0.4	4	48120042	3045365450	31.2024	0.000758152
exp3	0.6	0	55651389	3045365450	30.5657	0.00087786
exp3	0.6	1	55703579	3045365450	30.5616	0.000878691
exp3	0.6	2	55771026	3045365450	30.5563	0.000879764
exp3	0.6	3	55768184	3045365450	30.5566	0.000879719
exp3	0.6	4	55742719	3045365450	30.5586	0.000879314
exp4	0.8	0	54463314	3045365450	30.6603	0.000858957
exp4	0.8	1	54446773	3045365450	30.6616	0.000858694
exp4	0.8	2	54458645	3045365450	30.6607	0.000858883
exp4	0.8	3	54463759	3045365450	30.6602	0.000858964
exp5	1	0	54070151	3045365450	30.692	0.000852703
